Registrar Name;RAA;;;Country;Accredited TLDs
DomainLocal LLC;2009;1;;United States;.com .net
DomainMania.ca Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .org
Domainmonster.com, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
DomainName, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Domainnamebidder, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Domainnamelookup, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
DomainNetwork.ca Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .org
Domainnovations, Incorporated;2009;1;;United States;.com .net .org
DomainParkBlock.com LLC;2009;1;;United States;.biz .com .info .net .org
DomainPrime.com LLC;2009;1;;United States;.com .net
Domainraker.net LLC;2009;1;;United States;.biz .com .info .net .org
DomainRegi LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
DomainRegistry.com Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Domainroyale.com LLC;2009;1;;United States;.biz .com .info .net .org
Domains Only, Inc.;2009;1;;United States;.biz .com .info .jobs .mobi .net .org .travel
Domains2Register.com Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .pro
DomainSails.net LLC;2009;1;;United States;.biz .com .info .net .org
Domainsalsa.com LLC;2009;1;;United States;.biz .com .info .net .org
Domainsareforever.net LLC;2009;1;;United States;.biz .com .info .net .org
Domainscout.com Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .org
DomainsForMe.ca Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .org
Domainshype.com, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Domainsinthebag.com LLC;2009;1;;United States;.biz .com .info .net .org
DomainSnap, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Domainsofcourse.com LLC;2009;1;;United States;.biz .com .info .net .org
Domainsoftheday.net LLC;2009;1;;United States;.biz .com .info .net .org
Domainsoftheworld.net LLC;2009;1;;United States;.biz .com .info .net .org
Domainsofvalue.com LLC;2009;1;;United States;.biz .com .info .net .org
Domainsouffle.com LLC;2009;1;;United States;.biz .com .info .net .org
Domainsoverboard.com LLC;2009;1;;United States;.biz .com .info .net .org
Domainsovereigns.com LLC;2009;1;;United States;.biz .com .info .net .org
DomainSprouts.com LLC;2009;1;;United States;.biz .com .info .net .org
Domainstream.ca Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .org
Domainstreetdirect.com LLC;2009;1;;United States;.biz .com .info .net .org
Domainsurgeon.com LLC;2009;1;;United States;.biz .com .info .net .org
DomainTact LLC;2009;1;;United States;.com .net
Domaintimemachine.com LLC;2009;1;;United States;.biz .com .info .net .org
DomainUtopia.ca Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .org
Domainwards.com LLC;2009;1;;United States;.com .net
Domainyeti.com LLC;2009;1;;United States;.biz .com .info .net .org
Domdrill.com, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Domerati, Inc.;2009;1;;United States;.biz .com .info .mobi .name .net .org
DomReg Services Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Domus Enterprises LLC dba DOMUS;2009;1;;United States;.com .net
Dotdomainsale.com, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
DotNamed LLC;2009;1;;United States;.com .net
Dotted Ventures, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
DropExtra.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
DropFall.com Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
DropHub.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
DropJump.com Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
DropLabel.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Dropoutlet, Incorporated;2009;1;;United States;.com .net .org
DropSave.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
DropWalk.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
DropWeek.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
DuckBilledDomains.com LLC;2009;1;;United States;.biz .com .info .net .org
Dynadot, LLC;2009;1;;United States;.asia .biz .com .info .jobs .mobi .name .net .org .pro .tel .travel .xxx
Dynadot0 LLC;2009;1;;United States;.asia .biz .com .info .mobi .name .net .org .tel .xxx
Dynadot1 LLC;2009;1;;United States;.asia .biz .com .info .mobi .name .net .org .tel .xxx
Dynadot2 LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Dynadot3 LLC;2009;1;;United States;.com .net
Dynadot4 LLC;2009;1;;United States;.com .net
Dynadot5 LLC;2009;1;;United States;.com .net
Dynamic Dolphin, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Dynamic Network Services, Inc.;2009;1;;United States;.biz .com .info .mobi .name .net .org .pro .tel
DynaNames.com Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
EastEndDomains, LLC;2009;1;;United States;.com .net
EastNames Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
eBrandSecure, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
EmpireStateDomains Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Enameco, LLC;2009;1;;United States;.biz .com .info .net .org
EnCirca, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Enom Corporate, Inc.;2009;1;;United States;.biz .com .gov .info .name .net .org .pro
Enom GMP Services, Inc.;2009;1;;United States;.com .gov .info .name .net .org .pro
eNom World, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
eNom, Inc.;2009;1;;United States;.asia .biz .com .info .jobs .mobi .name .net .org .pro .tel .xxx
Enom1, Inc.;2009;1;;United States;.biz .com .gov .info .name .net .org .pro
eNom1008, Inc.;2009;1;;United States;.com .net
eNom1009, Inc.;2009;1;;United States;.com .net
eNom1010, Inc.;2009;1;;United States;.com .net
eNom1012, Inc.;2009;1;;United States;.com .net
eNom1013, Inc.;2009;1;;United States;.com .net
eNom1014, Inc.;2009;1;;United States;.com .net
eNom1033, Inc.;2009;1;;United States;.com .net
eNom1034, Inc.;2009;1;;United States;.com .net
eNom1035, Inc.;2009;1;;United States;.com .net
eNom1036, Inc.;2009;1;;United States;.com .net
eNom1037, Inc.;2009;1;;United States;.com .net
eNom1038, Inc.;2009;1;;United States;.com .net
Enom2, Inc.;2009;1;;United States;.biz .com .gov .info .name .net .org .pro
Enom3, Inc.;2009;1;;United States;.biz .com .gov .info .name .net .org .pro
enom371, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom373, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom375, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom377, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom379, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom381, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom383, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom385, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom387, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom389, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom391, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom393, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom395, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom397, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom399, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
Enom4, Inc.;2009;1;;United States;.biz .com .gov .info .name .net .org .pro
enom403, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom405, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom407, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom409, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom411, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom413, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom415, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom417, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom419, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom421, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom423, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom425, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom427, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom429, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom431, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom433, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom435, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom437, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom439, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom441, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom443, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom445, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom447, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom449, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom451, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom453, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom455, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom457, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom459, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom461, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom463, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom465.com, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom467, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
enom469, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
Enom5, Inc.;2009;1;;United States;.biz .com .gov .info .name .net .org .pro
eNom623, Inc.;2001;1;;United States;.com .net
eNom625, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
eNom635, Inc.;2001;1;;United States;.com .net
eNom646, Inc.;2009;1;;United States;.com .net .org
eNom647, Inc.;2009;1;;United States;.com .net .org
eNom650, Inc.;2009;1;;United States;.com .net .org
eNom652, Inc.;2009;1;;United States;.com .net .org
eNom654, Inc.;2009;1;;United States;.com .net .org
eNom655, Inc.;2009;1;;United States;.com .net .org
eNom656, Inc.;2009;1;;United States;.com .net .org
eNom659, Inc.;2009;1;;United States;.com .net .org
eNom661, Inc.;2009;1;;United States;.com .net .org
eNom662, Inc.;2009;1;;United States;.com .net .org
eNom663, Inc.;2009;1;;United States;.com .net .org
eNom666, Inc.;2009;1;;United States;.com .net .org
eNom672, Inc.;2009;1;;United States;.com .net .org
Enoma1, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
EnomAte, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
EnomAU, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
eNombre Corporation;2009;1;;United States;.com .net .org
EnomEU, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Enomfor, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
EnomMX, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Enomnz, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
eNomsky, Inc.;2009;1;;United States;.biz .com .info .mobi .name .net .org .pro
EnomTen, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
EnomToo, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
EnomV, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
EnomX, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Entertainment Names, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
Epik, Inc.;2009;1;;United States;.aero .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
EUNameFlood.com LLC;2009;1;;United States;.biz .com .info .net .org
EunamesOregon.com LLC;2009;1;;United States;.biz .com .info .net .org
EuropeanConnectiononline.com LLC;2009;1;;United States;.biz .com .info .net .org
EurotrashNames.com LLC;2009;1;;United States;.biz .com .info .net .org
EUTurbo.com LLC;2009;1;;United States;.biz .com .info .net .org
Ever Ready Names, Inc.;2009;1;;United States;.com .net
Everyones Internet, Ltd. dba SoftLayer;2009;1;;United States;.biz .com .info .name .net .org .pro
Experian Services Corp.;2009;1;;United States;.biz .com .info .mobi .name .net .org .pro
Extend Names, Inc.;2009;1;;United States;.com .net
Extra Threads Corporation;2009;1;;United States;.com .net
Extremely Wild;2009;1;;United States;.com .net
ezHosting.ca Internet Services Corporation;2009;1;;United States;.asia .biz .com .info .mobi .net .org
FastDomain Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Fenominal, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Find Good Domains, Inc.;2009;1;;United States;.biz .com .info .mobi .name .net .org
FindUAName.com LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
FindYouADomain.com LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
FindYouAName.com LLC;2009;1;;United States;.com .info .name .net .org .pro
Flancrestdomains.com LLC;2009;1;;United States;.biz .com .info .net .org
FreeStyle Name Holdings Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Freshbreweddomains.com LLC;2009;1;;United States;.biz .com .info .net .org
FrontStreetDomains.com LLC;2009;1;;United States;.biz .com .info .net .org
Funpeas Media Ventures, LLC dba DomainProcessor.com;2009;1;;United States;.biz .com .info .name .net .org .pro
Fushi Tarazu, Incorporated;2009;1;;United States;.com .mobi .net .org
Game For Names, Inc.;2009;1;;United States;.com .net
GateKeeperDomains.net LLC;2009;1;;United States;.biz .com .info .net .org
GetYourDotCom.com Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .org
GetYourDotNet.com Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .org
GKG.NET, INC.;2009;1;;United States;.biz .com .info .name .net .org .pro
GlamDomains LLC;2009;1;;United States;.com .net
Global Domains International, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Go Australia Domains, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Go Canada Domains, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Go China Domains, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Go France Domains, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Go Full House, Inc.;2009;1;;United States;.com .net
Go Montenegro Domains, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
GoDaddy.com, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Godomaingo.com LLC;2009;1;;United States;.biz .com .info .net .org
Google Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
GoServeYourDomain.com LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
Gozerdomains.com LLC;2009;1;;United States;.biz .com .info .net .org
Gradeadomainnames.com LLC;2009;1;;United States;.biz .com .info .net .org
GreenZoneDomains Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Gunga Galunga, Incorporated;2009;1;;United States;.com .mobi .net .org
Haveaname, LLC;2009;1;;United States;.biz .com .info .net .org
Hawthornedomains.com LLC;2009;1;;United States;.biz .com .info .net .org
Heavydomains.net LLC;2009;1;;United States;.biz .com .info .net .org
Host Name Services Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Hostlane, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Hostopia.com Inc. d/b/a Aplus.net;2009;1;;United States;.biz .com .info .mobi .name .net .org
Hostway Services, Inc.;2009;1;;United States;.asia .biz .com .info .mobi .name .net .org .pro .tel
Hotdomaintrade.com, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
ID Genesis, LLC;2009;1;;United States;.com .net
Ignitela, LLC;2009;1;;United States;.asia .biz .com .info .mobi .name .net .org .pro
Imminentdomains.net LLC;2009;1;;United States;.biz .com .info .net .org
Imperial Registrations, Inc.;2009;1;;United States;.asia .biz .com .info .name .net .org .pro .tel .xxx
Indirection Identity Corporation;2009;1;;United States;.com .net .org
InlandDomains, LLC;2009;1;;United States;.com .net
INSTANTNAMES LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
Instinct Solutions, Inc.;2009;1;;United States;.com .mobi .net
INTERdotcom Corp.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Interlakenames.com LLC;2009;1;;United States;.biz .com .info .net .org
International Registration Services Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Internet Capital Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Internet Internal Affairs Corporation;2009;1;;United States;.com .net .org
Internet Service Registrar, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
IPNIC, Inc;2009;1;;United States;.biz .com .info .name .net .org .pro
IServeYourDomain.com LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
Jetpack Domains, Inc.;2009;1;;United States;.com .info .net .org .pro
Jumbo Name, Inc.;2009;1;;United States;.com .net
Key Registrar, Inc.;2009;1;;United States;.com .net
Kingdomains, Incorporated;2009;1;;United States;.biz .com .info .mobi .name .net .org .pro
Klaatudomains.com LLC;2009;1;;United States;.biz .com .info .net .org
Ladas Domains LLC;2001;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Lakeodomains.com LLC;2009;1;;United States;.biz .com .info .net .org
Launchpad.com Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Magic Friday, Inc.;2009;1;;United States;.com .net
Marcaria.com International, Inc.;2009;1;;United States;.asia .biz .com .info .mobi .name .net .org .pro .tel .xxx
Mark Barker, Incorporated;2009;1;;United States;.com .net .org
MarkMonitor Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Masterofmydomains.net LLC;2009;1;;United States;.biz .com .info .net .org
Melbourne IT DBS, Inc.;2009;1;;United States;.aero .asia .biz .com .info .name .net .org .pro
Microbreweddomains.com LLC;2009;1;;United States;.biz .com .info .net .org
Microsoft Corporation;2009;1;;United States;.biz .com .info .name .net .org .pro
MidWestDomains, LLC;2009;1;;United States;.com .net
Mighty Bay, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Misk.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org
MISTERNIC LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
Mobile Name Services, Inc.;2001;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Moniker Online Services LLC;2009;1;;United States;.asia .biz .com .info .mobi .name .net .org .pro .tel .travel .xxx
Mountain Domains Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Mvpdomainnames.com LLC;2009;1;;United States;.biz .com .info .net .org
Mypreciousdomain.com LLC;2009;1;;United States;.biz .com .info .net .org
Name 2 Host, Inc. dba name2host.com;2009;1;;United States;.biz .com .info .name .net .org .pro
Name Nelly Corporation;2009;1;;United States;.com .mobi .net .org
Name Perfections, Inc.;2009;1;;United States;.com .net
Name Share, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Name Thread Corporation;2009;1;;United States;.com .net .org
Name To Fame, Inc.;2009;1;;United States;.com .net
Name.com LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Name.net LLC;2009;1;;United States;.biz .com .info .jobs .mobi .name .net .org .pro .tel
Namearsenal.com LLC;2009;1;;United States;.biz .com .info .name .net .org
NameBrew LLC;2009;1;;United States;.com .net
NameCheap, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Namecroc.com LLC;2009;1;;United States;.biz .com .info .net .org
Nameemperor.com LLC;2009;1;;United States;.biz .com .info .net .org
Nameescape.com LLC;2009;1;;United States;.biz .com .info .net .org
Namefinger.com LLC;2009;1;;United States;.biz .com .info .net .org
NameForward LLC;2009;1;;United States;.com .net
NameGame.ca Internet Services Corporation;2009;1;;United States;.asia .biz .com .info .mobi .net .org
NameJolt.com LLC;2009;1;;United States;.com .net
Namejumper.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
NameKing.com Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Nameling.com LLC;2009;1;;United States;.com .net
Namepanther.com LLC;2009;1;;United States;.biz .com .info .net .org
Names In Motion, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Namesalacarte.com LLC;2009;1;;United States;.biz .com .info .net .org
NameSay LLC;2009;1;;United States;.com .net
NameSector LLC;2009;1;;United States;.com .net
NameSecure L.L.C.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
NamesHere LLC;2009;1;;United States;.com .net
NameSilo, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
NameStrategies LLC;2009;1;;United States;.com .net
NameStream.com, Inc.;2009;1;;United States;.com .net .org
NameTell.com LLC;2009;1;;United States;.com .net
Nametellers.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
NameTurn LLC;2009;1;;United States;.com .net
Namevolcano.com LLC;2009;1;;United States;.biz .com .info .net .org
Namewhite.com, Inc.;2009;1;;United States;.biz .com .info .name .net .org .pro
Namezero, LLC;2009;1;;United States;.biz .com .info .mobi .name .net .org .pro
Namware.com, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Naugus Limited LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
Need Servers, Inc.;2009;1;;United States;.com .net
Nerd Names Corporation;2009;1;;United States;.com .net .org
Net Juggler, Inc.;2009;1;;United States;.com .net
Net Searchers International Ltd.;2009;1;;United States;.asia .biz .com .info .name .net .org .pro .tel
Netdorm, Inc. dba DnsExit.com;2009;1;;United States;.biz .com .info .name .net .org
Netestate, LLC;2009;1;;United States;.biz .com .info .net .org
Netheadz.ca Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .org
NetraCorp LLC dba Global Internet;2009;1;;United States;.biz .com .info .name .net .org .pro
Nettica Domains, Inc.;2009;1;;United States;.biz .com .info .mobi .name .net .org
NetTuner Corp. dba Webmasters.com;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Network Savior, Inc.;2009;1;;United States;.com .net
Network Solutions, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
NEUDOMAIN LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
New Dream Network, LLC dba DreamHost Web Hosting;2009;1;;United States;.biz .com .info .name .net .org .pro
NICREG LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
Niuedomains, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Nom Infinitum, Incorporated;2009;1;;United States;.com .mobi .net .org
NorthNames Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
NotSoFamousNames.com LLC;2009;1;;United States;.biz .com .info .net .org
Octopusdomains.net LLC;2009;1;;United States;.biz .com .info .net .org
OldTownDomains.com LLC;2009;1;;United States;.biz .com .info .net .org
OldWorldAliases.com LLC;2009;1;;United States;.biz .com .info .net .org
Omnis Network, LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
One Putt, Inc.;2009;1;;United States;.com .net .org
Online Name Services Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
OnlineNIC, Inc.;2009;1;;United States;.asia .biz .com .info .mobi .name .net .org .pro .tel
OPENNAME LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
OregonEU.com LLC;2009;1;;United States;.biz .com .info .net .org
OregonURLs.com LLC;2009;1;;United States;.biz .com .info .net .org
PacificDomains, LLC;2009;1;;United States;.com .net
pair Networks, Inc.d/b/a pairNIC;2009;1;;United States;.biz .com .info .name .net .org .pro
PDXPrivateNames.com LLC;2009;1;;United States;.biz .com .info .net .org
PearlNamingService.com LLC;2009;1;;United States;.biz .com .info .net .org
Pheenix, Inc.;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel .xxx
Platinum Registrar, Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .org
PortlandNames.com LLC;2009;1;;United States;.biz .com .info .net .org
PostalDomains, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
Power Brand Solutions LLC;2009;1;;United States;.biz .com .info .name .net .org .pro
Power Carrier, Inc.;2009;1;;United States;.com .net
Power Namers, Inc.;2009;1;;United States;.com .net
PresidentialDomains LLC;2009;1;;United States;.com .net
PrivacyPost, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
Private Domains, Incorporated;2009;1;;United States;.biz .com .info .name .net .org .pro
Profile Builder, LLC;2009;1;;United States;.aero .asia .biz .cat .com .coop .info .jobs .mobi .museum .name .net .org .pro .tel .travel
ProNamed LLC;2009;1;;United States;.com .net
Protondomains.com LLC;2009;1;;United States;.biz .com .info .net .org
Purity Names Incorporated;2009;1;;United States;.asia .biz .com .info .mobi .name .net .org .tel
Rainydaydomains.com LLC;2009;1;;United States;.biz .com .info .net .org
Randomain.ca Inc.;2009;1;;United States;.asia .biz .com .info .mobi .net .org
